trial_number,state,value,brier_score,duration,params,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,dataset,test_brier_score
33,2,-0.12777519038152763,0.12777519038152763,2.468036,"{'n_estimators': 1113, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1113,log_loss,15.0,5,1,0.25,0.9,Heart Disease,0.1044106469027575
34,1,-0.12607227568700868,0.12607227568700868,11.22256,"{'n_estimators': 1289, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1289,log_loss,20.0,6,1,0.25,0.9,Heart Disease,0.1044106469027575
35,1,-0.12580077934915987,0.12580077934915987,7.136072,"{'n_estimators': 851, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",851,log_loss,20.0,6,1,0.25,0.9,Heart Disease,0.1044106469027575
36,2,-0.13210574122442226,0.13210574122442226,1.082004,"{'n_estimators': 761, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.25, 'max_samples': 0.5}",761,log_loss,20.0,3,7,0.25,0.5,Heart Disease,0.1044106469027575
37,2,-0.12804596089912068,0.12804596089912068,1.194262,"{'n_estimators': 658, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.33, 'max_samples': 0.9}",658,log_loss,20.0,3,1,0.33,0.9,Heart Disease,0.1044106469027575
38,2,-0.12778967623901086,0.12778967623901086,1.462291,"{'n_estimators': 860, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.7}",860,log_loss,20.0,6,1,sqrt,0.7,Heart Disease,0.1044106469027575
39,2,-0.1294480019525276,0.1294480019525276,0.901067,"{'n_estimators': 577, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.9}",577,log_loss,10.0,5,5,0.25,0.9,Heart Disease,0.1044106469027575
40,2,-0.14053826621016252,0.14053826621016252,0.499623,"{'n_estimators': 358, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.1, 'max_samples': 0.5}",358,log_loss,20.0,3,6,0.1,0.5,Heart Disease,0.1044106469027575
41,2,-0.1282057318387358,0.1282057318387358,2.091653,"{'n_estimators': 1301, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1301,log_loss,20.0,7,1,0.25,0.9,Heart Disease,0.1044106469027575
42,1,-0.12592936368779006,0.12592936368779006,10.631264,"{'n_estimators': 1304, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1304,log_loss,20.0,5,2,0.25,0.9,Heart Disease,0.1044106469027575
43,1,-0.1259100394138476,0.1259100394138476,9.051464,"{'n_estimators': 1101, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1101,log_loss,20.0,5,2,0.25,0.9,Heart Disease,0.1044106469027575
44,2,-0.12748508522551802,0.12748508522551802,1.521887,"{'n_estimators': 904, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",904,log_loss,20.0,4,1,0.25,0.9,Heart Disease,0.1044106469027575
45,1,-0.12676323481391827,0.12676323481391827,10.322195,"{'n_estimators': 1101, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': 0.9}",1101,log_loss,10.0,7,2,0.33,0.9,Heart Disease,0.1044106469027575
46,2,-0.1277521149334926,0.1277521149334926,1.636026,"{'n_estimators': 990, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': None}",990,entropy,20.0,3,3,0.25,,Heart Disease,0.1044106469027575
47,1,-0.12675549552436588,0.12675549552436588,9.039692,"{'n_estimators': 1045, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 13, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1045,log_loss,,13,1,0.25,0.9,Heart Disease,0.1044106469027575
48,1,-0.12577949445181047,0.12577949445181047,12.139984,"{'n_estimators': 1161, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1161,log_loss,10.0,4,2,0.25,0.9,Heart Disease,0.1044106469027575
49,1,-0.12645654677684684,0.12645654677684684,11.864845,"{'n_estimators': 1245, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",1245,log_loss,10.0,3,3,sqrt,0.7,Heart Disease,0.1044106469027575
50,1,-0.12589007572879626,0.12589007572879626,12.34293,"{'n_estimators': 1162, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1162,entropy,10.0,4,1,0.25,0.9,Heart Disease,0.1044106469027575
51,1,-0.12550486636684804,0.12550486636684804,10.662607,"{'n_estimators': 1151, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1151,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
52,1,-0.1254957818760452,0.1254957818760452,11.625251,"{'n_estimators': 1242, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1242,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
53,1,-0.1255256405588074,0.1255256405588074,13.632054,"{'n_estimators': 1421, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1421,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
54,1,-0.12546057681226466,0.12546057681226466,12.141178,"{'n_estimators': 1249, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1249,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
55,1,-0.1255044679900621,0.1255044679900621,12.606738,"{'n_estimators': 1427, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1427,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
56,2,-0.13041527826625154,0.13041527826625154,2.294291,"{'n_estimators': 1415, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 0.25, 'max_samples': 0.9}",1415,entropy,10.0,2,7,0.25,0.9,Heart Disease,0.1044106469027575
57,2,-0.13205787122495674,0.13205787122495674,1.894103,"{'n_estimators': 1239, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 9, 'max_features': 0.33, 'max_samples': 0.5}",1239,entropy,10.0,2,9,0.33,0.5,Heart Disease,0.1044106469027575
58,2,-0.13046323195524034,0.13046323195524034,2.337348,"{'n_estimators': 1413, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 0.25, 'max_samples': 0.9}",1413,entropy,10.0,2,8,0.25,0.9,Heart Disease,0.1044106469027575
59,2,-0.1275732253074167,0.1275732253074167,2.305187,"{'n_estimators': 1346, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1346,entropy,10.0,2,2,0.25,0.9,Heart Disease,0.1044106469027575
60,2,-0.1358457745008728,0.1358457745008728,0.23453,"{'n_estimators': 143, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 0.1, 'max_samples': None}",143,entropy,10.0,19,3,0.1,,Heart Disease,0.1044106469027575
61,1,-0.12556475738522427,0.12556475738522427,12.60026,"{'n_estimators': 1434, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1434,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
62,1,-0.12550409190993836,0.12550409190993836,13.775761,"{'n_estimators': 1430, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1430,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
63,1,-0.12546817535625648,0.12546817535625648,21.667437,"{'n_estimators': 1441, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1441,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
64,2,-0.12756914722348126,0.12756914722348126,3.991734,"{'n_estimators': 1437, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1437,entropy,10.0,2,2,0.25,0.9,Heart Disease,0.1044106469027575
65,2,-0.12874333699084498,0.12874333699084498,3.334299,"{'n_estimators': 1197, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1197,entropy,10.0,16,2,0.25,0.9,Heart Disease,0.1044106469027575
66,1,-0.1261017389123345,0.1261017389123345,20.072603,"{'n_estimators': 1459, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.7}",1459,entropy,10.0,2,1,0.25,0.7,Heart Disease,0.1044106469027575
67,1,-0.12684517614960983,0.12684517614960983,16.969359,"{'n_estimators': 1260, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1260,entropy,10.0,4,1,sqrt,0.9,Heart Disease,0.1044106469027575
68,2,-0.1275061033347232,0.1275061033347232,2.656183,"{'n_estimators': 1394, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1394,entropy,10.0,2,2,0.25,0.9,Heart Disease,0.1044106469027575
69,1,-0.12571371496659584,0.12571371496659584,11.866016,"{'n_estimators': 1373, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1373,entropy,10.0,4,1,0.25,0.9,Heart Disease,0.1044106469027575
70,2,-0.12757934599273899,0.12757934599273899,2.315094,"{'n_estimators': 1345, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1345,entropy,10.0,2,2,0.25,0.9,Heart Disease,0.1044106469027575
71,1,-0.12554983270449038,0.12554983270449038,12.458399,"{'n_estimators': 1446, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1446,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
72,1,-0.12556536309367786,0.12556536309367786,15.496129,"{'n_estimators': 1489, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1489,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
73,1,-0.12558927815037252,0.12558927815037252,12.973328,"{'n_estimators': 1394, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1394,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
74,1,-0.12556509049078027,0.12556509049078027,15.512509,"{'n_estimators': 1452, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1452,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
75,1,-0.12551114585076253,0.12551114585076253,14.629573,"{'n_estimators': 1272, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1272,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
76,2,-0.12726500146880407,0.12726500146880407,2.044726,"{'n_estimators': 1205, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1205,entropy,10.0,11,1,0.25,0.9,Heart Disease,0.1044106469027575
77,2,-0.13762540654348954,0.13762540654348954,2.033988,"{'n_estimators': 1332, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 0.1, 'max_samples': 0.5}",1332,entropy,,2,5,0.1,0.5,Heart Disease,0.1044106469027575
78,2,-0.12579224851467716,0.12579224851467716,9.834944,"{'n_estimators': 1249, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.33, 'max_samples': None}",1249,entropy,10.0,4,1,0.33,,Heart Disease,0.1044106469027575
79,2,-0.12732843922386095,0.12732843922386095,2.26782,"{'n_estimators': 1267, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1267,entropy,10.0,2,2,0.25,0.9,Heart Disease,0.1044106469027575
80,1,-0.12556002364201943,0.12556002364201943,16.990552,"{'n_estimators': 1496, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1496,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
81,1,-0.12556102146272344,0.12556102146272344,18.042827,"{'n_estimators': 1363, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1363,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
82,1,-0.1254514294625119,0.1254514294625119,18.591027,"{'n_estimators': 1449, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1449,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
83,1,-0.12552377881056603,0.12552377881056603,12.719795,"{'n_estimators': 1326, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1326,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
84,2,-0.12739406948970758,0.12739406948970758,2.248282,"{'n_estimators': 1329, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1329,entropy,10.0,2,2,0.25,0.9,Heart Disease,0.1044106469027575
85,1,-0.12551144919474438,0.12551144919474438,16.983102,"{'n_estimators': 1278, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1278,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
86,2,-0.12541060128471687,0.12541060128471687,8.361308,"{'n_estimators': 1048, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.7}",1048,entropy,10.0,3,2,sqrt,0.7,Heart Disease,0.1044106469027575
87,2,-0.12722367742511106,0.12722367742511106,2.618039,"{'n_estimators': 1275, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1275,entropy,,4,1,0.25,0.9,Heart Disease,0.1044106469027575
88,1,-0.1256617384359198,0.1256617384359198,13.810971,"{'n_estimators': 1157, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1157,entropy,10.0,3,1,0.25,0.9,Heart Disease,0.1044106469027575
89,1,-0.12560943334932087,0.12560943334932087,14.884706,"{'n_estimators': 1388, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1388,entropy,10.0,5,2,0.25,0.9,Heart Disease,0.1044106469027575
90,1,-0.12545609410977215,0.12545609410977215,11.586998,"{'n_estimators': 1214, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",1214,entropy,10.0,2,1,0.25,0.9,Heart Disease,0.1044106469027575
